threshold,weeks_evaluated,avg_qualified_gateways,mean_recall_at_15,median_recall_at_15,mean_precision_at_15,mean_missed_failure_weeks,total_cost,mean_weekly_cost
0.4,23,181.04347826086956,0.37562159975279863,0.36666666666666664,0.7565217391304347,38.130434782608695,657300,28578.260869565216
0.5,23,132.7391304347826,0.37562159975279863,0.36666666666666664,0.7565217391304347,38.130434782608695,657300,28578.260869565216
0.6,23,84.21739130434783,0.37562159975279863,0.36666666666666664,0.7565217391304347,38.130434782608695,657300,28578.260869565216
0.7,23,46.17391304347826,0.37562159975279863,0.36666666666666664,0.7565217391304347,38.130434782608695,657300,28578.260869565216
0.8,23,25.043478260869566,0.3656429825040459,0.36538461538461536,0.736231884057971,38.73913043478261,665700,28943.478260869564
0.9,23,11.782608695652174,0.2889113499943678,0.28846153846153844,0.5840579710144927,43.30434782608695,728700,31682.608695652172
