metric,fixed_problem_mean,no_problem_mean,difference
offline_duration_sec,933979.2321428572,390563.20958083833,543416.0225620188
disconnection_cnt,230.6326530612245,182.8368263473054,47.7958267139191
reboot_cnt,17.433673469387756,10.30688622754491,7.126787241842846
reboot_duration_sec,22519.007653061224,20459.419161676647,2059.5884913845766
rssi_bad,108.13265306122449,159.94910179640718,-51.81644873518269
rscp_rsrp_bad,10.33673469387755,14.166167664670658,-3.829432970793107
ecio_rsrq_bad,212.26785714285714,244.78892215568862,-32.521065012831485
network_unknown,49.7780612244898,77.44011976047904,-27.66205853598924
